,ID,REGION,SUBREGION,COUNTRY,LOCATION,LAT,LON,MONTH,YEAR,SEVERITY_CODE,BLEACHING_SEVERITY,SOURCE,COUNTRY_CODE
904,4687,Americas,Mesoamerica,Mexico,"Paytocal, Mahahual",18.68064,-87.71131,3.0,2000s,3,1,"Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",MEX
903,4686,Americas,Mesoamerica,Mexico,"Paytocal, Mahahual",18.724,-87.69676,3.0,2000s,2,1,"Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",MEX
700,5228,Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.10035,-87.4638,6.0,2000s,3,1,"Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",MEX
699,5227,Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.10035,-87.4638,6.0,2000s,3,1,"Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",MEX
6072,54349,Pacific,Southwest Pacific,Solomon Islands,"Tetepare Island, Western Province",-8.71305555555555,157.437027777778,,2000s,-1,1,Reef Check submitted by Mike D'Antonio,SLB
6074,54351,Pacific,Southwest Pacific,Solomon Islands,"Tetepare Island, Western Province",-8.7095,157.4405,,2000s,-1,1,Reef Check submitted by Mike D'Antonio,SLB
2973,4363,Australia,Australia and Papua New Guinea,Australia,"19131, Southern Great Barrier Reef",-19.77,149.38,3.0,2000s,0,0,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",AUS
2974,4364,Australia,Australia and Papua New Guinea,Australia,"19131, Southern Great Barrier Reef",-19.77,149.38,3.0,2000s,0,0,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",AUS
2976,4359,Australia,Australia and Papua New Guinea,Australia,"20140, Southern Great Barrier Reef",-20.03,149.69,3.0,2000s,0,0,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",AUS
3012,4353,Australia,Australia and Papua New Guinea,Australia,"Gannet Cay, Far Southern Great Barrier Reef",-21.98,152.48,3.0,2000s,1,1,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",AUS
698,5226,Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.10035,-87.4638,6.0,2000s,3,1,"Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",MEX
701,5229,Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.10035,-87.4638,6.0,2000s,3,1,"Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",MEX
3019,4376,Australia,Australia and Papua New Guinea,Australia,"Green Island, North Great Barrier Reef",-16.77,145.98,3.0,2000s,0,0,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",AUS
696,5224,Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.09945,-87.46245,6.0,2000s,1,1,"Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",MEX
697,5225,Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.10035,-87.4638,6.0,2000s,2,1,"Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",MEX
3131,4328,Australia,Australia and Papua New Guinea,Papua New Guinea,Lihir Island group,-3.1667,152.582,2.0,2000s,1,1,Timothy Skewes (Timothy.Skewes@csiro.au) in coral list 3/16/2006,PNG
775,5147,Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.0169,-87.46215,2.0,2000s,1,1,"Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",MEX
792,5154,Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.052,-87.46625,2.0,2000s,3,1,"Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",MEX
5555,54554,Pacific,Southwest Pacific,Fiji,,-16.8335,179.265,,2000s,0,0,Reef Check submitted by Helen Sykes,FJI
3033,4368,Australia,Australia and Papua New Guinea,Australia,"Hayman Island, Southern Great Barrier Reef",-20.06,148.9,3.0,2000s,0,0,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",AUS
703,5231,Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88328,-87.42607,6.0,2000s,2,1,"Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",MEX
3038,4371,Australia,Australia and Papua New Guinea,Australia,"John Brewer Reef, Central Great Barrier Reef",-18.62,147.08,3.0,2000s,0,0,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",AUS
3039,4329,Australia,Australia and Papua New Guinea,Australia,Keppel Islands,-23.188,150.91,3.0,2000s,3,1,Ray Berkelmans of AIMS in Yahoo news http://news.yahoo.com/s/nm/20060314/sc_nm/environment_coral_bleaching_dc;_ylt=AgjxO3M7E.QOLJT4if_SLZEDW7oF;_ylu=X3oDMTBiMW04NW9mBHNlYwMlJVRPUCUl,AUS
3043,4369,Australia,Australia and Papua New Guinea,Australia,"Langford  Island, Southern Great Barrier Reef",-20.08,148.88,3.0,2000s,0,0,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",AUS
3044,4386,Australia,Australia and Papua New Guinea,Australia,"Linnet Reef, Far Northern Great Barrier Reef",-14.79,145.35,4.0,2000s,1,1,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",AUS
2977,4360,Australia,Australia and Papua New Guinea,Australia,"20140, Southern Great Barrier Reef",-20.03,149.69,3.0,2000s,0,0,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",AUS
6069,54346,Pacific,Southwest Pacific,Solomon Islands,"Tetepare Island, Western Province",-8.71988888888889,157.436944444444,,2000s,-1,1,Reef Check submitted by Mike D'Antonio,SLB
6068,54345,Pacific,Southwest Pacific,Solomon Islands,"Tetepare Island, Western Province",-8.71988888888889,157.436944444444,,2000s,-1,1,Reef Check submitted by Mike D'Antonio,SLB
3013,4354,Australia,Australia and Papua New Guinea,Australia,"Gannet Cay, Far Southern Great Barrier Reef",-21.98,152.48,3.0,2000s,1,1,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",AUS
3018,4333,Australia,Australia and Papua New Guinea,Australia,"Gove Peninsula, Northern Territory",-12.315,136.928,3.0,2000s,0,0,Victor Gomelyuk [Victor.Gomelyuk@nt.gov.au] online communication to ReefBase,AUS
2978,4357,Australia,Australia and Papua New Guinea,Australia,"21529, Far Southern Great Barrier Reef",-21.87,152.19,3.0,2000s,1,1,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",AUS
702,5230,Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88328,-87.42607,6.0,2000s,2,1,"Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",MEX
3085,4374,Australia,Australia and Papua New Guinea,Australia,"Rib Reef Reef, Central Great Barrier Reef",-18.47,146.88,3.0,2000s,0,0,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",AUS
790,5161,Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.0169,-87.46215,3.0,2000s,3,1,"Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",MEX
785,5167,Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.01498,-87.46475,3.0,2000s,0,0,"Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",MEX
784,5166,Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.01498,-87.46475,3.0,2000s,0,0,"Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",MEX
783,5163,Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93333,-87.43213,3.0,2000s,1,1,"Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",MEX
782,5162,Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93333,-87.43213,3.0,2000s,3,1,"Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",MEX
781,5158,Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05138,-87.46275,2.0,2000s,3,1,"Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",MEX
780,5152,Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.052,-87.46625,2.0,2000s,1,1,"Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",MEX
3105,4344,Australia,Australia and Papua New Guinea,Australia,"Wreck Island, Far Southern Great Barrier Reef",-23.32,151.98,3.0,2000s,1,1,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",AUS
777,5149,Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05138,-87.46275,2.0,2000s,3,1,"Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",MEX
2979,4358,Australia,Australia and Papua New Guinea,Australia,"21529, Far Southern Great Barrier Reef",-21.87,152.19,3.0,2000s,1,1,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",AUS
2987,4384,Australia,Australia and Papua New Guinea,Australia,"Agincourt Reef, North Great Barrier Reef",-16.04,145.87,4.0,2000s,0,0,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",AUS
942,5207,Americas,Mesoamerica,Mexico,"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.9667,-87.45312,5.0,2000s,1,1,"Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",MEX
799,5173,Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05045,-87.47035,3.0,2000s,0,0,"Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",MEX
776,5148,Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.052,-87.46625,2.0,2000s,2,1,"Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",MEX
801,5175,Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93395,-87.43355,3.0,2000s,1,1,"Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",MEX
791,5153,Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.052,-87.46625,2.0,2000s,0,0,"Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",MEX
694,5236,Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96697,-87.4608,6.0,2000s,2,1,"Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",MEX
3106,4397,Australia,Australia and Papua New Guinea,Australia,"Yonge Reef, Far Northern Great Barrier Reef",-14.57,145.62,6.0,2000s,0,0,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",AUS
695,5223,Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.09945,-87.46245,6.0,2000s,3,1,"Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",MEX
3046,4392,Australia,Australia and Papua New Guinea,Australia,"Lizard Island, Far Northern Great Barrier Reef",-14.69,145.47,4.0,2000s,0,0,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",AUS
6063,54340,Pacific,Southwest Pacific,Solomon Islands,"Tetepare Island, Western Province",-8.70661111111111,157.433666666667,,2000s,-1,1,Reef Check submitted by Mike D'Antonio,SLB
3048,4379,Australia,Australia and Papua New Guinea,Australia,"Low Isles, North Great Barrier Reef",-16.39,145.57,4.0,2000s,1,1,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",AUS
3010,4375,Australia,Australia and Papua New Guinea,Australia,"Fitzroy Island, North Great Barrier Reef",-16.92,145.99,3.0,2000s,0,0,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",AUS
5554,54553,Pacific,Southwest Pacific,Fiji,,-16.8335,179.265,,2000s,1,1,Reef Check submitted by Helen Sykes,FJI
3000,4355,Australia,Australia and Papua New Guinea,Australia,"Chinaman Reef, Far Southern Great Barrier Reef",-22.0,152.67,3.0,2000s,2,1,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",AUS
3049,4380,Australia,Australia and Papua New Guinea,Australia,"Low Isles, North Great Barrier Reef",-16.39,145.57,4.0,2000s,0,0,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",AUS
3002,4332,Australia,Australia and Papua New Guinea,Australia,"Cobourg Peninsula, Northern Territory",-11.215,132.25,3.0,2000s,0,0,Victor Gomelyuk [Victor.Gomelyuk@nt.gov.au] online communication to ReefBase,AUS
5553,54550,Pacific,Southwest Pacific,Fiji,,-16.81525,179.241777777778,,2000s,-1,1,Reef Check submitted by Helen Sykes,FJI
2990,4365,Australia,Australia and Papua New Guinea,Australia,"Border Island, Southern Great Barrier Reef",-20.18,149.03,3.0,2000s,0,0,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",AUS
793,5155,Americas,Mesoamerica,Mexico,"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.052,-87.46625,2.0,2000s,2,1,"Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",MEX
2998,4398,Australia,Australia and Papua New Guinea,Australia,"Carter Reef, Far Northern Great Barrier Reef",-14.53,145.59,6.0,2000s,0,0,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",AUS
3008,4385,Australia,Australia and Papua New Guinea,Australia,"Decapolis Reef, Far Northern Great Barrier Reef",-14.85,145.27,4.0,2000s,0,0,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",AUS
5552,54549,Pacific,Southwest Pacific,Fiji,,-16.81525,179.241777777778,,2000s,-1,1,Reef Check submitted by Helen Sykes,FJI
3001,4356,Australia,Australia and Papua New Guinea,Australia,"Chinaman Reef, Far Southern Great Barrier Reef",-22.0,152.67,3.0,2000s,1,1,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",AUS
3104,4343,Australia,Australia and Papua New Guinea,Australia,"Wreck Island, Far Southern Great Barrier Reef",-23.32,151.98,3.0,2000s,1,1,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",AUS
5688,54511,Pacific,Southwest Pacific,Fiji,"Diveaway at Hideaway, Coral Coast",-18.2081666666667,177.684944444444,,2000s,-1,1,Reef Check submitted by Helen Sykes,FJI
5267,7158,Middle East,Red Sea - Gulf of Aden,Egypt,"Dahab,South Sinai",28.54,34.52,8.0,2000s,0,0,"Reef Check, Submitted by Christian Alter. .  Site ID 34.30.977E.28.32.535N",EGY
376,7152,Americas,Mesoamerica,Belize,"Punta Gorda, Toledo",16.17,-88.34,9.0,2000s,1,1,"Reef Check, Submitted by Heather Dugmore.  Site ID  88.20.384W.16.10.207N",BLZ
5856,54532,Pacific,Southwest Pacific,Fiji,"Savu Savu, Cakaudrove",-16.8123333333333,179.286833333333,,2000s,-1,1,Reef Check submitted by Helen Sykes,FJI
5700,54535,Pacific,Southwest Pacific,Fiji,"Garden Island Resort, Taveuni",-16.7986666666667,179.901333333333,,2000s,-1,1,Reef Check submitted by Helen Sykes,FJI
5252,6800,Middle East,Persian Gulf,United Arab Emirates,"Jebel- Ali, Dubai",25.0,55.0,9.0,2000s,3,1,"Mr. John Burt,  Lecturer Zayed University, Dybai, UAE  	 [john.burt@zu.ac.ae]",ARE
5261,7159,Middle East,Red Sea - Gulf of Aden,Egypt,"Dahab, South Sinai",28.55,34.52,8.0,2000s,0,0,"Reef Check, Submitted by Christian Alter.  Site ID 34.31.260E.28.33.290N",EGY
5262,7160,Middle East,Red Sea - Gulf of Aden,Egypt,"Dahab, South Sinai",28.57,34.54,8.0,2000s,0,0,"Reef Check, Submitted by Christian Alter.  Site ID  34.32.211E.28.34.364N",EGY
5263,7161,Middle East,Red Sea - Gulf of Aden,Egypt,"Dahab, South Sinai",28.57,34.54,8.0,2000s,0,0,"Reef Check, Submitted by Christian Alter.  Site ID: 34.32.211E.28.34.364N",EGY
5264,7154,Middle East,Red Sea - Gulf of Aden,Egypt,"Dahab, South Sinai",28.37,34.45,8.0,2000s,0,0,"Reef Check, Submitted by Christian Alter.  Site ID: 34.26.45.97E.28.22.27.94N",EGY
5265,7155,Middle East,Red Sea - Gulf of Aden,Egypt,"Dahab, South Sinai",28.37,34.45,9.0,2000s,0,0,"Reef Check, Submitted by Christian Alter.  Site ID: 34.26.45.97E.28.22.27.94N",EGY
3025,6844,Australia,Australia and Papua New Guinea,Australia,Hardy reef,-19.74,149.2,8.0,2000s,-1,1,BleachWatch Australia ( GBRMPA) [e-mail: bleachwatch@gbrmpa.gov.au],AUS
5266,7157,Middle East,Red Sea - Gulf of Aden,Egypt,"Dahab, South Sinai",28.43,34.46,9.0,2000s,0,0,"Reef Check, Submitted by Christian Alter 34.27.22E.28.25.37.46N",EGY
3005,7143,Australia,Australia and Papua New Guinea,Australia,Cocos Keeling,12.11,96.87,12.0,2000s,-1,1,"Reef Check, Submitted by Claire Davies .  Site ID 12.06.24.8S96.52.15.1E",AUS
5443,7187,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.54,-151.79,3.0,2000s,3,1,"Reef Check, Submitted by Elodie Lagouy.  Site ID  151.47.324W.16.32.380S",PYF
5941,54523,Pacific,Southwest Pacific,Fiji,"Wakaya, Wakaya Island",-17.5826944444444,178.939805555556,,2000s,-1,1,Reef Check submitted by Helen Sykes,FJI
5296,7204,Middle East,Red Sea - Gulf of Aden,Eritrea,dahlak Archipelago,16.58,41.0,4.0,2000s,0,0,"Mr Pete Van de Elst, Yacht Organization, Antibes",ERI
5946,54506,Pacific,Southwest Pacific,Fiji,"West Side Watersports, Tavewa/Tasawas",-16.8757222222222,177.387277777778,,2000s,-1,1,Reef Check submitted by Helen Sykes,FJI
5294,7156,Middle East,Red Sea - Gulf of Aden,Egypt,"Sharm el Sheik, Sinai",27.98,34.45,5.0,2000s,0,0,"Reef Check, Submitted by Christian Alter.  Site ID  34.27.128E.27.59.067N",EGY
6058,54366,Pacific,Southwest Pacific,Solomon Islands,"Tetepare Island, Western Province",-8.73577777777778,157.456027777778,,2000s,-1,1,Reef Check submitted by Gillian Goby,SLB
3004,7145,Australia,Australia and Papua New Guinea,Australia,Cocos Keeling,12.1,96.89,12.0,2000s,0,0,"Reef Check, Submitted by Claire Davies.  Site ID  96.53.47E.12.6.16S",AUS
2991,6839,Australia,Australia and Papua New Guinea,Australia,Briggs Reef,-17.0,146.0,12.0,2000s,-1,1,BleachWatch Australia ( GBRMPA) [e-mail: bleachwatch@gbrmpa.gov.au],AUS
2150,6853,Americas,U.S. Caribbean,Florida (USA),Fort Lauderdale Beach - Staghorn ledge,26.0,-80.0,10.0,2000s,-1,1,"Mr Dan Clark, Member of Reef Check ; organization: Cry of the Water  
Email	 reefteam@yahoo.com",USA_FLO
5935,54522,Pacific,Southwest Pacific,Fiji,"Waitabu village, Taveuni",-16.6966666666667,-178.595,,2000s,-1,1,Reef Check submitted by Helen Sykes,FJI
5925,54524,Pacific,Southwest Pacific,Fiji,"Vanua Levu, Namena",-17.1103611111111,179.062555555556,,2000s,-1,1,Reef Check submitted by Helen Sykes,FJI
5701,54536,Pacific,Southwest Pacific,Fiji,"Garden Island Resort, Taveuni",-16.7645,179.944166666667,,2000s,-1,1,Reef Check submitted by Helen Sykes,FJI
5857,54533,Pacific,Southwest Pacific,Fiji,"Savu Savu, Cakaudrove",-16.8123333333333,179.286833333333,,2000s,-1,1,Reef Check submitted by Helen Sykes,FJI
3024,6842,Australia,Australia and Papua New Guinea,Australia,Hardy Reef,-19.74,149.2,12.0,2000s,-1,1,BleachWatch Australia ( GBRMPA) [e-mail: bleachwatch@gbrmpa.gov.au],AUS
5655,54507,Pacific,Southwest Pacific,Fiji,"AquaSafaris, Coral Coast",-18.1801666666667,177.596833333333,,2000s,-1,1,Reef Check submitted by Helen Sykes,FJI
5440,7182,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.55,-151.78,3.0,2000s,3,1,"Reef Check, Submitted by Elodie Lagouy.  Site ID  151.46.704W.16.33.088S",PYF
5437,7177,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.53,-151.73,3.0,2000s,3,1,"Reef Check, Submitted by Elodie Lagouy.  Site ID : 151.43.791W.16.32.087S",PYF
3026,6846,Australia,Australia and Papua New Guinea,Australia,Hardy Reef,-19.74,149.2,12.0,2000s,1,1,BeachWatch Australia,AUS
2982,6816,Australia,Australia and Papua New Guinea,Australia,Agincourt #3,-15.99,145.83,12.0,2000s,-1,1,BleachWatch Australia ( GBRMPA) [e-mail: bleachwatch@gbrmpa.gov.au],AUS
5890,54527,Pacific,Southwest Pacific,Fiji,"Sawaieke, Gau",-17.9785555555556,179.225083333333,,2000s,-1,1,Reef Check submitted by Helen Sykes,FJI
5433,7192,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.51,-151.76,5.0,2000s,3,1,"Reef Check, Submitted by Elodie Lagouy .  Site ID 151.45.852W.16.30.415S",PYF
5434,7193,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.48,-151.72,6.0,2000s,3,1,"Reef Check, Submitted by Elodie Lagouy .  Site ID 151.43.224W.16.28.773S",PYF
3022,6852,Australia,Australia and Papua New Guinea,Australia,Hardy Reef,-19.74,149.2,9.0,2000s,-1,1,BleachWatch Australia ( GBRMPA) [e-mail: bleachwatch@gbrmpa.gov.au],AUS
5436,7176,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.54,-151.73,4.0,2000s,3,1,"Reef Check, Submitted by Elodie Lagouy.  Site ID: 151.43.706W.16.32.117S",PYF
3029,6849,Australia,Australia and Papua New Guinea,Australia,Hardy reef,-19.74,149.2,11.0,2000s,-1,1,BleachWatch Australia ( GBRMPA) [e-mail: bleachwatch@gbrmpa.gov.au],AUS
5841,54505,Pacific,Southwest Pacific,Fiji,"Oarsman Bay, Nacula Island",-16.9140555555556,177.385416666667,,2000s,1,1,Reef Check submitted by Andrew Potter,FJI
5842,7164,Pacific,Southwest Pacific,Fiji,"Oarsman Bay, Nacula Island",-16.91,177.39,11.0,2000s,1,1,"Reef Check, Submitted by Andrew Potter.  Site ID  177.23.125E.16.54.843S",FJI
3030,6812,Australia,Australia and Papua New Guinea,Australia,Hardy Reef - Reefworld,-19.7,149.2,12.0,2000s,-1,1,BleachWatch Australia ( GBRMPA) [e-mail: bleachwatch@gbrmpa.gov.au],AUS
5646,54509,Pacific,Southwest Pacific,Fiji,"Aquasafari, Coral Coast",-18.1916666666667,177.6015,,2000s,-1,1,Reef Check submitted by Helen Sykes,FJI
5875,54531,Pacific,Southwest Pacific,Fiji,"Savusavu, Cakaudrove",-16.8148611111111,179.241972222222,,2000s,-1,1,Reef Check submitted by Helen Sykes,FJI
3009,6835,Australia,Australia and Papua New Guinea,Australia,Eagle Reef 18111,-19.0,148.0,11.0,2000s,-1,1,BleachWatch Australia ( GBRMPA) [e-mail: bleachwatch@gbrmpa.gov.au],AUS
2595,7198,Asia,Southeast Asia,Indonesia,Pomolulu,0.04,119.79,7.0,2000s,0,0,"Reef Check, Submitted by Abigail Moore .  Site ID 119.47.41E.0.2.9S",IDN
5445,7189,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.44,-151.76,6.0,2000s,3,1,"Reef Check, Submitted by Elodie Laguoy.  Site ID NSMotuOme",PYF
5444,7188,Pacific,Southeast and Central Pacific,French Polynesia,Bora Bora,-16.46,-151.78,6.0,2000s,3,1,"Reef Check, Submitted by .  Site ID NSMotuHaapiti Elodie Laguoy",PYF
